Trạng thái hóa đơn,Loại hóa đơn,Số hóa đơn,Ngày hóa đơn,Mã số thuế người bán,Công ty,Địa chỉ,Link tra cứu hóa đơn,Id của hóa đơn,STT dòng hàng,Tên hàng hóa,Mã hàng hóa,Đơn vị tính,Số lượng,Đơn giá chưa thuế,Thuế suất GTGT
VALID,VALID,00000338,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/1d573b7f-8702-4023-a264-a72e428055ee/pdf/blob,1d573b7f-8702-4023-a264-a72e428055ee,2,Nẹp khóa xương bản rộng_B000377.1- Mã hiệu 012309; 012312 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/10/2033; 01/04/2035,,Cái,2.0,5000000.0,0
VALID,VALID,00000338,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/1d573b7f-8702-4023-a264-a72e428055ee/pdf/blob,1d573b7f-8702-4023-a264-a72e428055ee,1,Nẹp khóa xương bản hẹp_B000375.1- Mã hiệu 012210 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/05/2035,,Cái,2.0,5000000.0,0
VALID,VALID,00000338,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/1d573b7f-8702-4023-a264-a72e428055ee/pdf/blob,1d573b7f-8702-4023-a264-a72e428055ee,5,Vít khóa xương 3.5mm_B000389.2- Mã hiệu 020846 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/09/2032,,Cái,5.0,400000.0,0
VALID,VALID,00000338,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/1d573b7f-8702-4023-a264-a72e428055ee/pdf/blob,1d573b7f-8702-4023-a264-a72e428055ee,7,Vít khóa xương 4.5mm; 5.0mm_B000377.2- Mã hiệu 020530; 020536 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/07/2034; 01/01/2035,,Cái,23.0,500000.0,0
VALID,VALID,00000338,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/1d573b7f-8702-4023-a264-a72e428055ee/pdf/blob,1d573b7f-8702-4023-a264-a72e428055ee,8,Vít xương cứng đường kính 4.5 mm_B000377.3- Mã hiệu 200234 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/10/2032,,Cái,1.0,350000.0,0
VALID,VALID,00000338,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/1d573b7f-8702-4023-a264-a72e428055ee/pdf/blob,1d573b7f-8702-4023-a264-a72e428055ee,3,Nẹp khóa xương bản rộng_B000393.1- Mã hiệu 012312T -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/10/2032,,Cái,1.0,5200000.0,0
VALID,VALID,00000338,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/1d573b7f-8702-4023-a264-a72e428055ee/pdf/blob,1d573b7f-8702-4023-a264-a72e428055ee,6,Vít khóa xương 4.5mm; 5.0mm_B000375.2- Mã hiệu 020536 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/01/2035,,Cái,6.0,500000.0,0
VALID,VALID,00000339,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/07e4df84-c1ef-49b4-89f7-8069ecc33941/pdf/blob,07e4df84-c1ef-49b4-89f7-8069ecc33941,1,Đinh kisner loại 2 các cỡ_B001417- Mã hiệu 311831 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/11/2034,,Cái,2.0,100000.0,0
VALID,VALID,00000337,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/f3413967-c596-4fd9-a4fd-203e7f03bf04/pdf/blob,f3413967-c596-4fd9-a4fd-203e7f03bf04,1,Đinh kisner loại 2 các cỡ_B001417- Mã hiệu 311831 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/11/2034,,Cái,153.0,100000.0,0
VALID,VALID,00000337,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/f3413967-c596-4fd9-a4fd-203e7f03bf04/pdf/blob,f3413967-c596-4fd9-a4fd-203e7f03bf04,3,Đinh schanz có ren kết hợp xương_B001418- Mã hiệu 364518 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/05/2035,,Cái,4.0,300000.0,0
VALID,VALID,00000337,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/f3413967-c596-4fd9-a4fd-203e7f03bf04/pdf/blob,f3413967-c596-4fd9-a4fd-203e7f03bf04,5,Vít xương xốp đường kính 4.0 mm_B001420- Mã hiệu 241240 -BHH Mikromed Sp. z o.o- Ba Lan - HSD: 01/11/2032,,Cái,5.0,160000.0,0
VALID,VALID,00000337,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/f3413967-c596-4fd9-a4fd-203e7f03bf04/pdf/blob,f3413967-c596-4fd9-a4fd-203e7f03bf04,4,"Vít chốt đinh nội tủy xương chày, xương đùi_B000374.2- Mã hiệu 2004-45035; 2004-45040; 2004-45045; 2004-45050 -SIGN Fracture Care International-Hoa Kỳ - HSD: vô hạn",,Cái,14.0,600000.0,0
VALID,VALID,00000337,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/f3413967-c596-4fd9-a4fd-203e7f03bf04/pdf/blob,f3413967-c596-4fd9-a4fd-203e7f03bf04,2,"Đinh nội tủy xương đùi, xương chày 2 và 4 lỗ bắt vít_B000374.1- Mã hiệu 1002-08340; 1002-09360; 1002-10320; 1002-10340 -SIGN Fracture Care International-Hoa Kỳ - HSD: vô hạn",,Cái,4.0,6000000.0,0
VALID,VALID,00000022,2026-02-25T07:00:00Z,0106489486,Công Ty Cổ Phần Hà Nội Trường Sơn,"Số 54B, Ngõ 66 Mậu Lương, tổ 11, Phường Kiến Hưng, Thành phố Hà Nội, Việt Nam.",https://portal.ubot.vn/api/invoices/faca4829-fe6d-4c83-a645-29219546f8bb/pdf/blob,faca4829-fe6d-4c83-a645-29219546f8bb,1,"(D05891.2) Nút cao su, dùng cho Troca cỡ 11mm. Mã hàng; 30100XB. (Hãng/Nước SX: KARL STORZ SE & Co.KG/ Đức; Số Lot: TK01; Hạn sử dụng: Không hạn sử dụng)",D05891.2,Cái,5.0,119444.44,8.0
VALID,VALID,00000021,2026-02-25T07:00:00Z,0106489486,Công Ty Cổ Phần Hà Nội Trường Sơn,"Số 54B, Ngõ 66 Mậu Lương, tổ 11, Phường Kiến Hưng, Thành phố Hà Nội, Việt Nam.",https://portal.ubot.vn/api/invoices/79f2e20e-956a-4392-ad85-6452f1d02f2d/pdf/blob,79f2e20e-956a-4392-ad85-6452f1d02f2d,1,(D03681) Hàm Forcep lưỡng cực. Mã hàng: 26176 HW. (Hãng/Nước SX: KARL STORZ SE & Co.KG/ Đức; Số Lot: TK03; Hạn sử dụng: Không hạn sử dụng),D03681,Cái,5.0,10843809.52,5.0
VALID,VALID,00000064,2026-02-25T07:00:00Z,0108651800,CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ KINDAKARE,"Số 14, ngõ 61 phố Giang Văn Minh, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/b8a3b564-671e-45d0-a34d-743b9a6a5c3e/pdf/blob,b8a3b564-671e-45d0-a34d-743b9a6a5c3e,1,[B001148] Nẹp mini thằng 16 lỗ loại 1,B001148,Cái,23.0,1160000.0,0
VALID,VALID,00000063,2026-02-25T07:00:00Z,0108651800,CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ KINDAKARE,"Số 14, ngõ 61 phố Giang Văn Minh, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/9724fb17-da56-484c-968d-190d435e748e/pdf/blob,9724fb17-da56-484c-968d-190d435e748e,1,[C00046.1] Chuôi khớp - 31/07/2030,C00046.1,Cái,1.0,25000000.0,0
VALID,VALID,00000063,2026-02-25T07:00:00Z,0108651800,CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ KINDAKARE,"Số 14, ngõ 61 phố Giang Văn Minh, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/9724fb17-da56-484c-968d-190d435e748e/pdf/blob,9724fb17-da56-484c-968d-190d435e748e,3,[C00046.3] Lớp lót - 31/10/2030,C00046.3,Cái,1.0,5000000.0,0
VALID,VALID,00000063,2026-02-25T07:00:00Z,0108651800,CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ KINDAKARE,"Số 14, ngõ 61 phố Giang Văn Minh, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/9724fb17-da56-484c-968d-190d435e748e/pdf/blob,9724fb17-da56-484c-968d-190d435e748e,2,[C00046.2] Chỏm xương đùi - 31/08/2030,C00046.2,Cái,1.0,15000000.0,0
VALID,VALID,00000063,2026-02-25T07:00:00Z,0108651800,CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ KINDAKARE,"Số 14, ngõ 61 phố Giang Văn Minh, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/9724fb17-da56-484c-968d-190d435e748e/pdf/blob,9724fb17-da56-484c-968d-190d435e748e,4,[C00046.4] Ổ cối - 30/08/2030,C00046.4,Cái,1.0,20000000.0,0
VALID,VALID,00000062,2026-02-25T07:00:00Z,0108651800,CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ KINDAKARE,"Số 14, ngõ 61 phố Giang Văn Minh, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/a377b86c-b986-4087-b680-af28ff1e9860/pdf/blob,a377b86c-b986-4087-b680-af28ff1e9860,1,[D00881] Bộ đo áp lực nội sọ tại não thất và dẫn lưu giải áp,D00881,Bộ,4.0,15400000.0,5.0
VALID,VALID,00000062,2026-02-25T07:00:00Z,0108651800,CÔNG TY CỔ PHẦN THIẾT BỊ Y TẾ KINDAKARE,"Số 14, ngõ 61 phố Giang Văn Minh, Phường Ngọc Hà, Thành phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/a377b86c-b986-4087-b680-af28ff1e9860/pdf/blob,a377b86c-b986-4087-b680-af28ff1e9860,2,[D01631] Catheter đo áp lực nội sọ đo tại nhu mô não,D01631,Bộ,2.0,14380000.0,5.0
VALID,VALID,832,2026-02-24T07:00:00Z,0103086880,CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,"Số 30 đường Trần Quang Khải, Phường Nha Trang, Tỉnh Khánh Hoà",https://portal.ubot.vn/api/invoices/6e8c470d-0bf6-40df-825c-6cc9fb1f0a65/pdf/blob,6e8c470d-0bf6-40df-825c-6cc9fb1f0a65,1,Xi măng (Bộ khớp gối toàn phần bảo tồn xương) C00123.4 - (HSD: 30/06/2028),,Gói,1.0,3809523.81,5.0
VALID,VALID_INVOICE_ALTERNATIVE,840,2026-02-24T07:00:00Z,0103086880,CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,"Số 30 đường Trần Quang Khải, Phường Nha Trang, Tỉnh Khánh Hoà",https://portal.ubot.vn/api/invoices/181f5336-1d4d-46cc-bb84-8575cdd52335/pdf/blob,181f5336-1d4d-46cc-bb84-8575cdd52335,1,Lồi cầu (Bộ khớp gối toàn phần bảo tồn xương) C00123.1 - (HSD: 16/11/2033),,Cái,1.0,18000000.0,0
VALID,VALID_INVOICE_ALTERNATIVE,840,2026-02-24T07:00:00Z,0103086880,CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,"Số 30 đường Trần Quang Khải, Phường Nha Trang, Tỉnh Khánh Hoà",https://portal.ubot.vn/api/invoices/181f5336-1d4d-46cc-bb84-8575cdd52335/pdf/blob,181f5336-1d4d-46cc-bb84-8575cdd52335,3,Lót đệm (Bộ khớp gối toàn phần bảo tồn xương) C00123.3 - (HSD: 25/08/2033),,Cái,1.0,15410000.0,0
VALID,VALID_INVOICE_ALTERNATIVE,840,2026-02-24T07:00:00Z,0103086880,CÔNG TY CỔ PHẦN ĐẦU TƯ TUẤN NGỌC MINH,"Số 30 đường Trần Quang Khải, Phường Nha Trang, Tỉnh Khánh Hoà",https://portal.ubot.vn/api/invoices/181f5336-1d4d-46cc-bb84-8575cdd52335/pdf/blob,181f5336-1d4d-46cc-bb84-8575cdd52335,2,Mâm chày (Bộ khớp gối toàn phần bảo tồn xương) C00123.2 - (HSD: 06/11/2032),,Cái,1.0,16500000.0,0
VALID,VALID,00000020,2026-02-25T07:00:00Z,0106489486,Công Ty Cổ Phần Hà Nội Trường Sơn,"Số 54B, Ngõ 66 Mậu Lương, tổ 11, Phường Kiến Hưng, Thành phố Hà Nội, Việt Nam.",https://portal.ubot.vn/api/invoices/493b520a-5db4-40e3-9caa-1bd38495a8f9/pdf/blob,493b520a-5db4-40e3-9caa-1bd38495a8f9,1,"(D04021) Khung cố định ngoài cẳng chân. Mã hàng: CDN-CK1.5. Tên bệnh nhân: Nguyễn Văn Lợi; Vũ Ngọc Tùng (Hãng/ Nước sản xuất: Công ty TNHH Cao Khả/ Việt Nam, Số Lot: CK2026101, HD: 01/2029)",D04021,Bộ,2.0,1380952.38,5.0
VALID,VALID,00000020,2026-02-25T07:00:00Z,0106489486,Công Ty Cổ Phần Hà Nội Trường Sơn,"Số 54B, Ngõ 66 Mậu Lương, tổ 11, Phường Kiến Hưng, Thành phố Hà Nội, Việt Nam.",https://portal.ubot.vn/api/invoices/493b520a-5db4-40e3-9caa-1bd38495a8f9/pdf/blob,493b520a-5db4-40e3-9caa-1bd38495a8f9,2,"(D04061) Khung cố định ngoài qua khớp gối. Mã hàng: CDN-CK4.5. Tên bệnh nhân: Trần Thị Kim; Lê Thị Lý; Trần Phúc Hùng. (Hãng, Nước sản xuất: Công ty TNHH Cao Khả/ Việt Nam; Số Lot: CK2025104, HD: 10/2028)",D04061,Bộ,3.0,1961904.76,5.0
VALID,VALID,00000020,2026-02-25T07:00:00Z,0106489486,Công Ty Cổ Phần Hà Nội Trường Sơn,"Số 54B, Ngõ 66 Mậu Lương, tổ 11, Phường Kiến Hưng, Thành phố Hà Nội, Việt Nam.",https://portal.ubot.vn/api/invoices/493b520a-5db4-40e3-9caa-1bd38495a8f9/pdf/blob,493b520a-5db4-40e3-9caa-1bd38495a8f9,4,"(D04031) Khung cố định ngoài chữ T. Mã hàng: CDN-CK2.5. Tên bệnh nhân: Nguyễn Thị Loan. (Hãng/ Nước sản xuất: Công ty TNHH Cao Khả/ Việt Nam, Số Lot: CK2025104. HD: 10/2028)",D04031,Bộ,1.0,1695238.09,5.0
VALID,VALID,00000020,2026-02-25T07:00:00Z,0106489486,Công Ty Cổ Phần Hà Nội Trường Sơn,"Số 54B, Ngõ 66 Mậu Lương, tổ 11, Phường Kiến Hưng, Thành phố Hà Nội, Việt Nam.",https://portal.ubot.vn/api/invoices/493b520a-5db4-40e3-9caa-1bd38495a8f9/pdf/blob,493b520a-5db4-40e3-9caa-1bd38495a8f9,3,"(D03991) Khung cố định cánh tay, cẳng tay. Mã hàng: CDN-CK8.1.5. Tên bệnh nhân: Hà Văn Chính. (Hãng/ Nước sản xuất: Công ty TNHH Cao Khả/ Việt Nam, Số Lot: CK2025104. HD: 10/2028)",D03991,Bộ,1.0,1352380.95,5.0
VALID,VALID,00001276,2026-02-25T07:00:00Z,0400102101,Tổng Công Ty Cổ Phần Y Tế Danameco,"12 Trịnh Công Sơn, Phường Hòa Cường, Thành Phố Đà Nẵng, Việt Nam",https://portal.ubot.vn/api/invoices/aea29c6f-5317-4692-8b24-51c169c53031/pdf/blob,aea29c6f-5317-4692-8b24-51c169c53031,3,"(D03851) Khăn dùng cho tiểu phẫu (1 cái/gói) (Danameco,VN)",D03851,Cái,1000.0,12064.7619,5.0
VALID,VALID,00001276,2026-02-25T07:00:00Z,0400102101,Tổng Công Ty Cổ Phần Y Tế Danameco,"12 Trịnh Công Sơn, Phường Hòa Cường, Thành Phố Đà Nẵng, Việt Nam",https://portal.ubot.vn/api/invoices/aea29c6f-5317-4692-8b24-51c169c53031/pdf/blob,aea29c6f-5317-4692-8b24-51c169c53031,1,"(D03251) Gạc phẫu thuật 10cm x 10cm x 12 lớp vô trùng (10 cái/gói) (Danameco, VN)",D03251,Cái,120000.0,396.1905,5.0
VALID,VALID,00001276,2026-02-25T07:00:00Z,0400102101,Tổng Công Ty Cổ Phần Y Tế Danameco,"12 Trịnh Công Sơn, Phường Hòa Cường, Thành Phố Đà Nẵng, Việt Nam",https://portal.ubot.vn/api/invoices/aea29c6f-5317-4692-8b24-51c169c53031/pdf/blob,aea29c6f-5317-4692-8b24-51c169c53031,2,"(D03261) Gạc phẫu thuật 30cm x 40cm x 6 lớp (5 cái/gói) (Danameco, VN)",D03261,Cái,11000.0,2815.2381,5.0
VALID,VALID,00001275,2026-02-25T07:00:00Z,0400102101,Tổng Công Ty Cổ Phần Y Tế Danameco,"12 Trịnh Công Sơn, Phường Hòa Cường, Thành Phố Đà Nẵng, Việt Nam",https://portal.ubot.vn/api/invoices/e7c4acac-656c-4356-b3aa-a8efc9acf439/pdf/blob,e7c4acac-656c-4356-b3aa-a8efc9acf439,1,"(D03901) Khẩu trang đeo tai vô trùng (1 cái/gói - 50 cái/gói) (Danameco, VN)",D03901,Cái,7500.0,426.6667,5.0
VALID,VALID,00000334,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/b39163a0-d293-4739-8b2b-1fe87a159499/pdf/blob,b39163a0-d293-4739-8b2b-1fe87a159499,1,"Chỉ khâu không tiêu_C07261 - Teleflex Medical de Mexico, S.de R.L de C.V, - Mexico - HSD: 23-05-2029",,Sợi,2.0,952380.95,5.0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,3,"Nẹp dọc thẳng B000251.4 - Warsaw Orthopedic, Inc. (also known as Medtronic Sofamor Danek Manufacturing)/ Medtronic Medical Costa Rica S.R.L. - Hoa Kỳ/ Costa Rica - Vô hạn",,Cái,1.0,5500000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,4,"Ốc khóa trong cho vít cột sống ngực lưng B000247.5 - Medtronic Puerto Rico Operations, Co. - Hoa Kỳ - Vô hạn",,Cái,6.0,1200000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,7,"Miếng ghép đĩa đệm cột sống lưng loại thẳng loại 3 B000250.7 - Medtronic Puerto Rico Operations, Co./ Medtronic Sofamor Danek Deggendorf GmbH - Hoa Kỳ/ Đức - HSD: 31/08/2031",,Cái,1.0,11000000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,9,"Vít ốc khóa trong cột sống cổ sau B000245.2 - Medtronic Puerto Rico Operations, Co. - Hoa Kỳ - Vô hạn",,Cái,10.0,950000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,1,Vít đa trục hai bước ren B000251.1 - Medtronic Puerto Rico Operations Co. - Hoa Kỳ - Vô hạn,,Cái,4.0,8000000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,8,"Vít đa trục cột sống cổ sau B000245.1 - Medtronic Puerto Rico Operations, Co. - Hoa Kỳ - Vô hạn",,Cái,10.0,4650000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,6,"Nẹp nối ngang cột sống lưng loại 1 B000247.9 - Medtronic Sofamor Danek Manufacturing/ Warsaw Orthopedic, Inc. (also known as Medtronic Sofamor Danek Manufacturing) - Hoa Kỳ - Vô hạn",,Cái,2.0,4750000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,10,"Nẹp dọc cột sống cổ sau B000245.3 - Warsaw Orthopedic, Inc. (also known as Medtronic Sofamor Danek Manufacturing) - Hoa Kỳ - Vô hạn",,Cái,1.0,950000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,2,"Ốc khóa trong cho vít đơn trục, đa trục hai bước ren B000251.3 - Medtronic Puerto Rico Operations Co./ Medtronic Medical Costa Rica S.R.L. - Hoa Kỳ/ Costa Rica - Vô hạn",,Cái,4.0,1500000.0,0
VALID,VALID,00000333,2026-02-25T07:00:00Z,0105290017,CÔNG TY TNHH VẬT TƯ VÀ TRANG THIẾT BỊ Y TẾ HÀ THÀNH,"Số 40, Ngõ 25 đường Vạn Phúc, Phường Hà Đông, Thành Phố Hà Nội, Việt Nam",https://portal.ubot.vn/api/invoices/26a226c1-ddfd-4091-bd74-0bc59c7f84d6/pdf/blob,26a226c1-ddfd-4091-bd74-0bc59c7f84d6,5,Nẹp dọc thẳng cột sống ngực lưng B000247.8 - Medtronic Sofamor Danek Manufacturing/ Medtronic Medical Costa Rica S.R.L. - Hoa Kỳ/ Costa Rica - Vô hạn,,Cái,1.0,1500000.0,0
